Name,Symbol,Price,1h,24h,7d,24h Volume,Market Cap,Volume to Market Cap Ratio,Price Category
Zedxion,ZEDXION,0.3984,0.2,1.0,3.0,927132.0,48736433,0.019023386467368262,< $1
Mossland,MOC,0.1152,0.1,5.5,8.8,52137731.0,48669597,1.071258736742776,< $1
Step Finance,STEP,0.1527,0.3,0.2,7.0,33048.18,48554732,0.0006806376770857267,< $1
Tensor,TNSR,0.3881,0.3,3.5,4.8,33782592.0,48508074,0.6964323506227025,< $1
Perpetual Protocol,PERP,0.6656,0.0,1.4,8.1,7849097.0,48330466,0.16240474486631268,< $1
Gains Network,GNS,1.49,0.2,1.1,2.8,2231416.0,48322494,0.04617758346661495,$1-$100
Dimitra,DMTR,0.08165,0.2,7.1,14.8,826125.0,48275718,0.01711264035472243,< $1
Luna by Virtuals,LUNA,0.04817,1.1,5.5,17.6,1647116.0,48141288,0.034214207147926744,< $1
Overnight.fi USD+,USD+,0.999,0.2,0.1,0.4,290967.0,48008454,0.006060745051277843,< $1
Mountain Protocol USD,USDM,0.9998,0.1,0.1,0.2,80333.93,47990525,0.0016739539732061692,< $1
Stafi,FIS,0.3158,1.2,2.6,15.2,8015622.0,47532774,0.16863358321986427,< $1
Impossible Finance Launchpad,IDIA,0.06351,0.1,8.3,28.9,103975.0,47531211,0.0021875100131574596,< $1
Wojak,WOJAK,0.0006845,0.6,3.4,10.5,1658945.0,47519348,0.034910937751081936,< $1
Boba Oppa,BOBAOPPA,0.00225,0.8,0.1,39.5,169306.0,47203028,0.003586761425559394,< $1
Ampleforth Governance,FORTH,4.34,0.4,0.5,11.0,5443947.0,47148414,0.11546405357346697,$1-$100
Avalanche Bridged USDC (Avalanche),USDC.E,1.0,0.1,0.0,0.4,2958976.0,47036221,0.06290845516692338,< $1
ThunderCore,TT,0.004001,0.3,4.0,6.1,6968856.0,46938132,0.14846896761890738,< $1
Star Atlas,ATLAS,0.002579,0.6,1.4,7.0,1571900.0,46771218,0.03360827592730213,< $1
Sai,SAI,17.4,0.1,0.7,2.3,2882.09,46734493,6.166943974336044e-05,$1-$100
Shuffle,SHFL,0.2074,1.3,2.1,5.4,1018527.0,46697151,0.021811330631284122,< $1
Dexalot,ALOT,0.8573,0.0,0.2,2.3,72048.74,46700571,0.0015427807081844888,< $1
OMG Network,OMG,0.3322,0.1,1.4,9.4,4750479.0,46603970,0.10193292545677976,< $1
SaaSGo,SAAS,0.05811,0.4,0.8,5.2,191012.0,46495707,0.0041081642225593,< $1
ChainBounty,BOUNTY,0.09152,2.8,12.8,19.2,422371811.0,46427810,9.097388203320381,< $1
Stride,STRD,0.5007,0.9,15.9,17.1,148603.0,46118576,0.003222194024377509,< $1
Xterio,XTER,0.4086,0.4,5.0,12.8,32741348.0,46006442,0.7116687702126585,< $1
PiCoin,𝜫,0.071574,,,,55.96,49444456,1.1317750163941536e-06,< $1
MAGA,TRUMP,1.02,4.1,9.3,61.3,5181156.0,45676836,0.11343071135662725,$1-$100
Ethernity Chain,ERN,1.93,0.1,1.8,7.7,5412818.0,45678901,0.11849711533121167,$1-$100
LTO Network,LTO,0.1049,0.7,3.5,10.0,2164505.0,45674667,0.04738961753131118,< $1
Groestlcoin,GRS,0.5298,0.9,7.2,7.9,11578524.0,45605038,0.253886949946188,< $1
Fartboy,$FARTBOY,0.04558,0.2,1.1,,7401124.0,45550942,0.1624801524411943,< $1
IDEX,IDEX,0.04961,0.8,0.7,8.6,10461572.0,45432996,0.23026374928036883,< $1
Masa,MASA,0.1172,1.2,3.6,18.0,4147692.0,45386554,0.09138592015600039,< $1
Aquarius,AQUA,0.001375,0.7,0.6,7.3,116538.0,45274680,0.002574021506060341,< $1
XBorg,XBG,0.2064,0.6,1.7,6.7,240225.0,44572411,0.005389544666991427,< $1
DEAPCOIN,DEP,0.001604,0.9,0.6,3.1,991600.0,44210329,0.022429147722470014,< $1
Mochi,MOCHI,4.562e-05,10.3,201.8,237.3,12890821.0,44133168,0.2920891833552488,< $1
Ankr Staked ETH,ANKRETH,3893.89,0.1,0.7,1.0,4753.15,44120291,0.00010773161038307747,"$1,000-$10,000"
Dora Factory,DORA,0.04397,3.5,8.4,27.7,637942.0,44002461,0.014497870925901168,< $1
Major Frog,MAJOR,0.04448,3.2,9.1,32.3,1088673.0,44007792,0.024738187273744612,< $1
Nakamoto Games,NAKA,0.6729,0.8,3.7,10.2,12524213.0,43740060,0.2863327805220203,< $1
Elastos,ELA,1.95,0.1,3.9,0.8,585244.0,43703115,0.013391356657300058,$1-$100
Dolos The Bully,BULLY,0.04509,3.5,10.1,5.2,6515394.0,43627295,0.1493421492210324,< $1
Enzyme,MLN,16.05,0.2,0.1,6.4,6318560.0,43366846,0.1457002429920774,$1-$100
XRP ARMY,ARMY,0.0735,1.3,5.3,39.7,727890.0,43364675,0.016785321232085794,< $1
Neon,NEON,0.2249,0.6,3.9,17.8,1072463.0,43300330,0.02476800985119513,< $1
Alchemist AI,ALCH,0.05083,1.8,13.1,42.1,17674207.0,43264712,0.40851322435706955,< $1
Thena,THE,0.7838,1.5,0.3,18.0,8647000.0,43206459,0.20013211450630564,< $1
DeGate,DG,0.1111,0.4,0.6,0.2,29.93,43034040,6.954959376344866e-07,< $1
ARPA,ARPA,0.04375,0.5,3.4,7.0,40310464.0,42985422,0.9377705771970786,< $1
Bitgert,BRISE,0.061085,1.3,2.8,0.7,40143691.0,42914461,0.9354350506697497,< $1
Viction,VIC,0.358,0.8,0.1,3.2,4869704.0,42869176,0.11359453235117,< $1
Neuron,NRN,0.1019,1.0,7.3,25.0,1012721.0,42770082,0.023678257151809996,< $1
Sigma,SIGMA,0.04747,0.7,8.8,19.1,2708840.0,42717522,0.06341285433176579,< $1
Pocket Network,POKT,0.02523,0.4,0.7,14.1,531171.0,42637276,0.012457901860334604,< $1
Magpie,MGP,0.09431,0.1,0.3,5.9,161884.0,42636378,0.003796851599354898,< $1
Bacon Protocol,BAC,0.04263,1.2,4.5,116.0,653978.0,42629283,0.01534105089217663,< $1
Tethereum,T99,0.04456,1.4,1.4,21.4,1457.04,42465119,3.431145453754645e-05,< $1
Holdcoin,HOLD,0.004105,72.8,3308.5,1314.3,74107714.0,42350192,1.749879056038282,< $1
Karrat,KARRAT,0.2202,2.5,4.0,18.9,1451777.0,42206667,0.034396864362684694,< $1
Dego Finance,DEGO,2.01,0.4,2.0,7.4,4954651.0,42200235,0.11740813765610547,$1-$100
EUR CoinVertible,EURCV,1.05,0.0,0.0,2.1,1111.79,42174454,2.6361692791565242e-05,$1-$100
Realio Network Token,RIO,0.6729,0.0,1.8,12.9,2623744.0,42164492,0.062226387074697825,< $1
NAVI Protocol,NAVX,0.1088,0.4,3.6,19.5,3236877.0,42041551,0.07699233075392485,< $1
IX Swap,IXS,0.2339,1.8,33.4,25.9,3928413.0,42020281,0.09348849904168895,< $1
Artrade,ATR,0.03342,0.2,3.8,4.1,524080.0,41940059,0.012495929011449412,< $1
Crown by Third Time Games,CROWN,0.1785,0.4,3.0,17.3,268041.0,41903657,0.006396601614030967,< $1
Aavegotchi,GHST,0.811,0.8,0.8,7.7,6081132.0,41499606,0.14653469240165798,< $1
ThetaDrop,TDROP,0.003718,3.3,8.3,1.3,8830935.0,41334395,0.2136461656206653,< $1
Own The Doge,DOG,0.003058,0.2,1.9,17.3,61968.74,41304933,0.001500274555583954,< $1
Alkimi,$ADS,0.2148,1.9,3.4,7.2,447385.0,41274386,0.010839289044784336,< $1
Laine Staked SOL,LAINESOL,315.57,,,,246.87,41136025,6.001309071549816e-06,"$100-$1,000"
Swell,SWELL,0.02087,0.1,0.6,21.9,5521658.0,40888677,0.1350412487056013,< $1
Wagmi,WAGMI,0.02487,1.0,0.9,38.8,343990.0,40632738,0.008465833633952997,< $1
Houdini Swap,LOCK,0.4226,0.5,0.3,8.5,177597.0,40579958,0.004376470769141752,< $1
Torus,TORUS,0.6111,0.0,0.1,11.4,86226.33,40147968,0.002147713428485347,< $1
Litentry,LIT,0.6007,1.1,0.7,31.5,7937217.0,39912300,0.19886643966897422,< $1
Eliza,ELIZA,0.04023,0.8,9.7,45.5,6485068.0,39893625,0.1625590053548656,< $1
SX Network,SX,0.06568,0.0,6.7,7.9,32176.02,39829069,0.0008078526766467979,< $1
Edge,EDGE,0.9606,0.0,3.5,11.4,116326.0,39704832,0.0029297693540171633,< $1
DOGEai,$DOGEAI,0.05285,0.1,28.1,,21100755.0,39668984,0.5319207318241375,< $1
GamerCoin,GHX,0.06373,0.6,3.5,1.7,702101.0,39656788,0.017704434358123,< $1
MATH,MATH,0.2186,1.5,1.4,0.6,1850098.0,39545646,0.046783860857905826,< $1
Wrapped QUIL,QUIL,0.04503,0.7,0.2,15.6,975014.0,39490610,0.024689768023335168,< $1
LOCK IN,LOCKIN,0.03911,3.2,16.5,10.3,3873294.0,39326112,0.09849165867197855,< $1
Alchemix,ALCX,16.39,0.2,2.9,7.3,5920695.0,39232439,0.15091325318826088,$1-$100
Quantum Resistant Ledger,QRL,0.5003,2.1,1.4,0.9,84367.31,39216992,0.0021512947754891553,< $1
FUNToken,FUN,0.00369,0.5,0.8,11.1,2117946.0,39106082,0.05415899245544466,< $1
Jambo,J,0.3007,3.1,7.3,,29700314.0,39029700,0.760967007176586,< $1
Entangle,NGL,0.06568,0.1,7.6,2.0,216328.0,38967878,0.005551444192059932,< $1
Hatom,HTM,0.7739,0.4,0.8,15.9,108623.0,38879368,0.0027938468547122476,< $1
SQD,SQD,0.07236,1.3,4.8,18.2,526124.0,38760341,0.013573771190506297,< $1
Hacken,HAI,0.04645,0.4,0.0,13.3,193808.0,38698700,0.005008126887983317,< $1
MOO DENG,MOODENG,9.192e-05,15.0,10.0,20.7,6469500.0,38551866,0.16781288874577432,< $1
Games for a Living,GFAL,0.007915,0.0,2.8,10.9,146677.0,38543917,0.0038054513245241784,< $1
Henlo,HENLO,0.062178,1.4,21.6,34.5,974734.0,38544374,0.025288619293700295,< $1
ChainSwap,CSWAP,0.04018,1.2,7.6,29.7,127264.0,38504943,0.0033051340966794834,< $1
SafeMoon,SFM,6.922e-05,1.2,38.6,138.4,141539.0,38467239,0.003679468651233326,< $1
RabBitcoin,RBTC,0.052994,0.7,22.5,1.7,630046.0,38210980,0.016488611388663678,< $1
Pirate Chain,ARRR,0.1945,0.1,6.9,1.4,45079.17,38167400,0.0011810909310039457,< $1
zkLink,ZKL,0.1732,1.8,8.2,12.9,4830109.0,38097006,0.12678447749936045,< $1
NULS,NULS,0.3422,0.2,2.4,3.7,772310.0,38084257,0.02027898299289389,< $1
SuiNS Token,NS,0.245,0.9,24.7,2.7,17845721.0,38058941,0.4688969406689482,< $1
American Coin,USA,0.053297,1.4,12.0,75.3,6849017.0,38043525,0.18003108281895538,< $1
Alpha Fi,ALPHA,4.81,0.5,2.6,1.2,101575.0,37955159,0.002676184283670107,$1-$100
AhaToken,AHT,0.006327,0.1,8.3,5.8,51352074.0,37935651,1.3536626536341765,< $1
BOBO Coin,BOBO,0.065708,0.9,1.2,20.7,1448716.0,37884320,0.03824051744890762,< $1
Sovrun,SOVRN,0.04547,0.5,2.9,40.7,5660084.0,37854620,0.14952161717645032,< $1
OmniFlix Network,FLIX,0.08911,0.0,0.2,12.3,45755.77,37790715,0.001210767512601971,< $1
Pundi X [OLD],NPXS,0.0001592,0.0,36.7,19.1,3491.73,37664824,9.270533163781676e-05,< $1
Portal,PORTAL,0.2248,0.8,0.0,14.2,16327759.0,37565049,0.4346529402903215,< $1
JETT CRYPTO,JETT,0.5367,0.2,0.6,1.6,152817.0,37569366,0.0040675959237640585,< $1
ParallelAI,PAI,0.3751,0.4,9.5,23.4,1019574.0,37504709,0.027185226260521046,< $1
Zefi,ZTK,0.05011,,,,51454.98,40089530,0.001283501702314794,< $1
Lista USD,LISUSD,0.9951,0.1,0.1,0.6,2104522.0,37415132,0.05624788387757124,< $1
Snowbank,SB,233.19,0.9,0.8,1.6,89.16,37316563,2.389287566488907e-06,"$100-$1,000"
zkRace,ZERC,0.09377,2.7,4.6,3.6,238556.0,57637048,0.0041389350821714535,< $1
Wanchain,WAN,0.1875,0.3,1.2,9.1,1001925.0,37203671,0.026930810134300993,< $1
Flamingo Finance,FLM,0.05783,0.9,2.1,12.0,1462730.0,37161256,0.039361694341009355,< $1
ArbDoge AI,AIDOGE,0.091973,0.4,0.4,9.0,4059506.0,37073525,0.10949878653297737,< $1
Bluefin,BLUE,0.234,2.5,5.0,33.0,4055519.0,37013452,0.10956878596462713,< $1
Polkastarter,POLS,0.3729,0.3,3.6,8.1,1049114.0,36999018,0.02835518499436931,< $1
Infinitar Governance Token,IGT,0.2914,0.2,1.4,13.6,7899807.0,36985756,0.2135905238762728,< $1
Autonolas,OLAS,0.8054,0.1,4.0,29.9,822378.0,36977093,0.022240201521520363,< $1
PURPLE PEPE,PURPE,8.786e-05,1.1,8.1,22.5,1065691.0,36971170,0.02882491952513269,< $1
Gelato,GEL,0.1565,0.0,2.4,11.0,82063.92,36955924,0.0022205890454802322,< $1
OPENLOOT,OL,0.1353,0.2,1.2,1.9,8071693.0,36852350,0.21902790459767152,< $1
Gitcoin,GTC,0.6039,0.9,1.4,4.2,5541124.0,36757218,0.15074927596533558,< $1
Myro,$MYRO,0.03668,0.8,2.5,31.6,4066872.0,36669953,0.11090475081874253,< $1
Caviar,CVR,0.2979,1.5,22.0,141.7,23214.43,36636826,0.0006336364946024528,< $1
Comedian,BAN,0.03641,1.4,48.3,43.9,115897527.0,36576010,3.1686760529647713,< $1
Observer,OBSR,0.005848,12.1,61.0,229.3,205037822.0,36500861,5.617342067629583,< $1
XT.com,XT,5.49,0.2,0.1,2.1,11794957.0,38628397,0.3053442005372369,$1-$100
Concordium,CCD,0.003308,0.0,0.0,2.2,267131.0,36402470,0.007338265782514209,< $1
XSGD,XSGD,0.7436,0.0,0.3,2.2,33398434.0,36402827,0.9174681405924875,< $1
Acolyte by Virtuals,ACOLYT,0.03662,1.0,2.3,13.1,789032.0,36377194,0.02169029309957222,< $1
cUSDC,CUSDC,0.02459,0.1,0.0,0.2,7.3,36322714,2.0097617154929557e-07,< $1
Odos,ODOS,0.02267,0.0,2.3,19.3,5498038.0,36297352,0.15147215146713733,< $1
Polymath,POLY,0.04026,1.7,8.7,12.3,19910.93,36188941,0.0005501937732856013,< $1
WUFFI,WUF,0.0643,0.2,3.6,31.7,1394754.0,36165241,0.0385661469807432,< $1
Based Fartcoin,FARTCOIN,0.0003527,3.1,8.8,21.5,819571.0,36151752,0.02267029824723294,< $1
HairDAO,HAIR,55.89,0.1,7.2,15.9,14550.13,36108369,0.0004029572756387861,$1-$100
BIM,BIM,1.15,0.1,0.0,0.0,86578.56,36040234,0.002402275190555089,$1-$100
Wrapped Centrifuge,WCFG,0.2568,0.3,3.4,13.2,268006.0,36002308,0.007444133859418124,< $1
Binance-Peg DAI,DAI,1.0,0.0,0.0,0.4,211394.0,35998860,0.0058722415098700345,< $1
Ultra,UOS,0.08191,1.0,6.2,11.4,517058.0,35914573,0.014396885631913263,< $1
Tokemak,TOKE,0.4478,0.2,1.1,10.2,110862.0,35770336,0.0030992719777639213,< $1
sekoia by Virtuals,SEKOIA,0.03575,1.3,0.4,26.8,1463433.0,35759762,0.0409240139797351,< $1
Top Hat,HAT,0.03612,0.3,4.6,44.5,48445528.0,35757581,1.3548323640796618,< $1
f(x) Protocol fxUSD,FXUSD,0.999,0.1,0.1,0.2,769169.0,35620308,0.021593552756478132,< $1
Celo Dollar,CUSD,0.9992,0.2,0.0,1.4,5267202.0,35521040,0.1482840029458597,< $1
SwarmNode.ai,SNAI,0.0394,3.1,7.6,7.5,6046300.0,35500396,0.17031640999159559,< $1
Lava Network,LAVA,0.1279,0.7,2.5,20.4,808049.0,35439096,0.02280106129117966,< $1
Shardus,ULT,0.08049,,0.8,2.8,44.36,35378168,1.253880641869302e-06,< $1
LooPIN Network,LOOPIN,1.6,0.0,2.8,18.9,46606.16,35327084,0.001319275601688495,$1-$100
LooksRare,LOOKS,0.03549,0.6,0.5,15.0,1876921.0,35261113,0.053229204648191336,< $1
Opulous,OPUL,0.07027,0.4,6.8,9.8,787690.0,35146239,0.022411786364964967,< $1
Komodo,KMD,0.249,0.7,0.4,11.0,1012790.0,35034069,0.02890871739734257,< $1
Solv Protocol SolvBTC.CORE,SOLVBTC.CORE,104931.0,1.9,1.9,0.7,608.32,34932136,1.7414337331103944e-05,"> $10,000"
Daddy Tate,DADDY,0.05832,0.4,4.3,28.0,2253191.0,34903016,0.06455576790269357,< $1
Elon4AfD,ELON4AFD,0.03471,3.8,8.0,,262430.0,34804976,0.007540013818713738,< $1
Vyvo Smart Chain,VSC,0.008399,1.5,3.3,12.1,266407.0,34670695,0.007683924420897822,< $1
Web 3 Dollar,USD3,1.04,,0.1,0.1,17534.5,34626748,0.0005063859880806595,$1-$100
Orion,ORN,1.0,0.4,4.9,50.7,547445.0,34552487,0.01584386675263057,< $1
Dragonchain,DRGN,0.0936,3.8,19.5,75.0,173256.0,34494800,0.0050226700836068046,< $1
Contentos,COS,0.006639,1.8,4.0,1.9,13386502.0,34386168,0.3892990344257028,< $1
Spring Staked SUI,SSUI,4.14,0.8,1.6,15.4,62609.22,34353474,0.0018225003969030906,$1-$100
CargoX,CXO,0.2052,0.2,2.3,2.3,5889.09,34293833,0.0001717244613630678,< $1
Beta Finance,BETA,0.03849,0.8,0.7,5.6,5288349.0,34241032,0.1544447900986162,< $1
Metacade,MCADE,0.02087,1.4,9.1,24.0,5025982.0,34153456,0.14715881168804704,< $1
Bella Protocol,BEL,0.5737,0.2,13.4,1.6,19988138.0,34100635,0.5861514895543734,< $1
Star Atlas DAO,POLIS,0.1225,0.3,1.4,8.2,420954.0,34018952,0.012374102529672283,< $1
Kekius Maximus,KEKIUS,0.03365,6.6,7.5,32.6,8192502.0,33966835,0.24119120901314473,< $1
Orbiter Finance,OBT,0.01201,3.8,12.4,,61873734.0,33893799,1.8255178181708105,< $1
district0x,DNT,0.04466,0.3,3.7,1.2,10486759.0,33854942,0.3097556333134465,< $1
DIMO,DIMO,0.1116,0.3,2.1,14.2,274496.0,33807738,0.00811932463508798,< $1
Hive Dollar,HBD,0.9821,0.1,0.9,3.7,36074.05,33625688,0.0010728122499679413,< $1
Defiway,DEFI,0.3363,0.0,0.6,0.6,1.3,33613228,3.867525011284248e-08,< $1
Gems VIP,GEMS,0.0782,2.9,13.6,8.9,5875028.0,33571208,0.1750019838428215,< $1
Sendcoin,SEND,0.03354,1.6,8.8,8.7,1683512.0,33537100,0.050198496590343235,< $1
ORIGYN,OGY,0.003966,0.9,1.4,0.3,114555.0,33448400,0.0034248274954855836,< $1
Ninja Squad Token,NST,4.35,0.5,2.3,9.5,190838.0,33345931,0.00572297711525883,$1-$100
ParaSwap,PSP,0.02158,0.2,0.9,1.3,11572.24,33339148,0.0003471066507158491,< $1
Super Champs,CHAMP,0.03767,0.9,5.0,25.8,147427.0,33301312,0.004427062813621277,< $1
U.CASH,UCASH,0.00313,0.9,0.1,81.4,291.92,33231338,8.784479276759787e-06,< $1
CHEQD Network,CHEQ,0.03891,0.4,2.6,18.1,300129.0,33127971,0.009059685544882902,< $1
A Hunters Dream,CAW,0.075174,0.1,5.1,0.8,989180.0,32929063,0.030039725090264487,< $1
cBAT,CBAT,0.004853,1.0,3.6,4.9,0.0,32839407,0.0,< $1
HOPR,HOPR,0.07112,0.4,0.7,7.9,268630.0,32820711,0.008184770890551396,< $1
Advertise Coin,ADCO,0.7291,0.0,0.7,1.6,10945.05,32810482,0.0003335839443017021,< $1
XT Stablecoin XTUSD,XTUSD,0.9996,0.1,0.0,0.3,3103276.0,32786853,0.0946500110882859,< $1
Lido Staked SOL,STSOL,308.77,0.5,0.0,5.1,253258.0,32778536,0.0077263365270492865,"$100-$1,000"
Butthole Coin,BUTTHOLE,0.03321,1.5,54.2,25.1,11663271.0,32703787,0.3566336522433931,< $1
ZTX,ZTX,0.007724,8.8,27.9,24.3,9486281.0,32683215,0.29024932216735716,< $1
Sidus,SIDUS,0.002941,1.4,1.5,12.2,813473.0,32570002,0.02497614215682271,< $1
Maya Protocol,CACAO,0.3251,0.1,22.9,11.3,10389721.0,32499333,0.3196902841052153,< $1
Koma Inu,KOMA,0.0515,0.5,3.4,23.7,9069827.0,32419762,0.2797622943684781,< $1
Verasity,VRA,0.003312,1.0,2.3,17.6,8269971.0,32417557,0.25510778002179496,< $1
Vapor,VAPOR,0.03235,0.6,3.3,17.4,1711702.0,32411953,0.05281082568520323,< $1
DexTools,DEXT,0.4119,2.8,1.3,1.3,78110.03,32330458,0.0024159889723801625,< $1
IlluminatiCoin,NATI,0.069743,7.6,2.6,1.7,88802.74,32326808,0.0027470308853258883,< $1
AMATERASU OMIKAMI,OMIKAMI,0.0323,0.1,9.9,14.7,197522.0,32307857,0.006113745024933099,< $1
Kyros Restaked SOL,KYSOL,299.29,0.5,0.1,5.4,698744.0,32151963,0.02173254553695524,"$100-$1,000"
Persistence One,XPRT,0.1431,2.0,3.9,12.7,254684.0,32064683,0.007942819830777681,< $1
SEAMANIA,SEAMANIA,0.03195,1.9,3.6,,228954.0,31944829,0.0071671693719193175,< $1
Tranchess,CHESS,0.1615,0.7,0.8,8.4,1963950.0,31937790,0.06149298370363134,< $1
Vertex,VRTX,0.07727,0.1,0.9,2.8,1223632.0,31883703,0.03837797635989772,< $1
Swell Restaked BTC,SWBTC,104334.0,0.3,0.7,1.8,6256.22,31629034,0.00019779990751535442,"> $10,000"
MANEKI,MANEKI,0.003618,0.5,0.1,20.2,7932671.0,31602609,0.25101316793179956,< $1
Everscale,EVER,0.01591,0.1,0.9,0.0,170957.0,31594562,0.005410962810625449,< $1
Rich Quack,QUACK,0.097123,0.3,0.3,4.6,606241.0,31550817,0.019214748068172055,< $1
tokenbot,CLANKER,31.74,0.6,10.1,29.7,4679837.0,31445375,0.14882433426219277,$1-$100
SportPoint,POINT,0.05473,,,,4536.84,34291409,0.0001323025251018411,< $1
Okuru,XOT,9.48,0.0,0.1,0.7,20891.06,31298819,0.0006674711911653919,$1-$100
Pikaboss,PIKA,0.077409,0.3,3.9,9.0,11892.93,31261390,0.000380435099015111,< $1
Clore.ai,CLORE,0.06511,0.3,0.3,2.8,2108191.0,31221707,0.06752324592630378,< $1
Marso.Tech,MARSO,0.002991,0.0,0.5,3.1,250559.0,31148268,0.008044074874403931,< $1
Dacxi,DXI,0.00121,0.3,3.9,10.3,263485.0,33135067,0.00795184750946784,< $1
Voxies,VOXEL,0.142,0.9,4.5,8.7,4998388.0,31059308,0.16093043669871845,< $1
Slash Vision Labs,SVL,0.006275,0.1,1.2,6.8,372239.0,30991109,0.012011154554036773,< $1
Shiba Inu Treat,TREAT,0.0144,6.4,17.6,178.5,16715828.0,30809529,0.5425538313162788,< $1
Foxy,FOXY,0.007686,0.5,1.3,11.2,1951646.0,30744911,0.0634786680631471,< $1
Vara Network,VARA,0.01725,0.4,1.4,10.9,653144.0,30704656,0.0212718227489668,< $1
The Root Network,ROOT,0.02115,0.3,1.8,17.8,2190811.0,30574951,0.07165378613362292,< $1
sUSD (Optimism),SUSD,0.9762,0.2,0.1,0.8,957389.0,30571151,0.03131674695532399,< $1
Kishu Inu,KISHU,0.09316,0.6,0.0,6.5,462443.0,30546458,0.015139005641832516,< $1
DuckChain Token,DUCK,0.005257,6.2,1.4,21.2,7650513.0,30538355,0.25052145081161054,< $1
Dione,DIONE,0.003008,0.0,3.9,20.8,216676.0,30519237,0.007099653244935318,< $1
Numbers Protocol,NUM,0.04195,0.3,0.7,11.2,544038.0,30459963,0.017860757086277487,< $1
Taraxa,TARA,0.005757,1.3,14.0,22.8,428413.0,30459031,0.014065220919207836,< $1
Stake DAO,SDT,0.5003,0.5,0.9,11.8,1429.97,30453157,4.695637959637485e-05,< $1
KIKICat,KIKI,0.03053,7.0,0.5,21.1,3134159.0,30431418,0.10299089579065951,< $1
Agoric,BLD,0.04541,1.6,7.0,16.9,143059.0,30380185,0.004708957499765061,< $1
Clash of Lilliput,COL,0.37,0.0,0.2,12.0,6811.78,30364459,0.0002243339820413069,< $1
CEEK Smart VR,CEEK,0.03256,2.6,7.3,2.9,3174152.0,30307500,0.10473156809370618,< $1
OctaSpace,OCTA,0.8275,0.0,5.1,8.4,311288.0,30179605,0.010314515382159575,< $1
Clayton,CLAY,0.0003023,17.1,249.3,184.1,16403738.0,30174894,0.5436220587883424,< $1
Global Dollar,USDG,1.0,0.0,0.0,0.1,679.97,30101774,2.2589034121377697e-05,< $1
aixCB by Virtuals,AIXCB,0.03031,1.5,8.3,24.1,964745.0,30096338,0.0320552287789963,< $1
Aimonica Brands,AIMONICA,0.03001,3.6,12.4,17.0,5734931.0,30010977,0.19109444520916463,< $1
PLAY,PLAY,0.03984,1.0,15.2,30.2,103223.0,30010851,0.003439522591345377,< $1
Sperax,SPA,0.01545,0.6,1.5,7.7,2937057.0,29950901,0.09806239217978785,< $1
WHY,WHY,0.077129,0.2,1.8,39.5,1600340.0,29942136,0.05344775669978922,< $1
ShapeShift FOX,FOX,0.0481,0.0,2.6,11.2,1547097.0,29941302,0.05167099947757783,< $1
Biswap,BSW,0.05964,0.5,3.2,7.3,2258376.0,29759977,0.07588634897130465,< $1
MoonRabbits,MRB,5.083e-05,,,,58865.77,32267408,0.0018243104621232667,< $1
Botto,BOTTO,0.6871,0.2,1.3,7.7,148064.0,29610579,0.005000375034881959,< $1
OORT,OORT,0.09267,0.8,3.6,11.3,379496.0,29593971,0.012823422716741866,< $1
BMX,BMX,10.69,4.9,4.6,24.5,347305.0,29537313,0.011758178545218382,$1-$100
Tree,TREE,0.2906,0.4,0.5,10.1,100882.0,29484026,0.0034215815709835555,< $1
BILLION•DOLLAR•CAT (Bitcoin),BDC,0.02903,1.7,7.6,5.2,219571.0,29326295,0.007487171495751509,< $1
Boson Protocol,BOSON,0.2117,1.8,3.0,7.6,566513.0,29303202,0.019332801923830713,< $1
GoGoPool ggAVAX,GGAVAX,40.98,0.3,1.4,2.3,1596662.0,29241339,0.054602903102351094,$1-$100
ZynCoin,ZYN,0.03233,0.2,3.0,32.9,403570.0,29219821,0.013811515135564998,< $1
GameFi.org,GAFI,2.67,1.0,0.9,11.2,45111.26,29218615,0.0015439219141632826,$1-$100
Inverse Finance,INV,49.28,0.7,1.2,0.6,170126.0,29135684,0.005839094081333392,$1-$100
ai9000,AI9000,0.02873,4.8,1.7,54.4,1175791.0,29036030,0.04049420668045873,< $1
Dasha,VVAIFU,0.02883,0.1,5.1,35.2,4847635.0,28755319,0.1685822021310214,< $1
MCOIN,MCOIN,0.1621,0.2,1.3,16.7,1761692.0,28693957,0.06139592388738856,< $1
Linear,LINA,0.003814,0.6,1.3,13.0,6307465.0,28666468,0.22002937369193862,< $1
Everclear,CLEAR,0.05444,0.6,3.5,25.5,48556.73,28663727,0.0016940131337421685,< $1
Measurable Data,MDT,0.04718,0.2,1.9,0.3,8398522.0,28635029,0.2932953900622905,< $1
APX,APX,0.06586,1.0,4.4,5.3,603550.0,28622595,0.021086487790502574,< $1
ZND Token,ZND,0.4595,0.0,2.9,7.6,2164326.0,28623673,0.07561314720161874,< $1
Hanu Yokia,HANU,0.061908,0.4,0.1,9.4,435.89,28607083,1.5237135502420851e-05,< $1
Neiro on ETH,NEIRO,0.02854,0.3,0.4,22.9,4338252.0,28581500,0.15178531567622414,< $1
cDAI,CDAI,0.02426,0.0,0.0,0.4,330.18,28563961,1.1559321201985957e-05,< $1
Elon Trump Fart,ETF500,0.02826,8.4,76.1,460.5,8972042.0,28483583,0.3149899364837633,< $1
Reef,REEF,0.0007322,1.7,1.9,19.3,6220190.0,28438138,0.2187270488665608,< $1
