Coin,Price,1h,24h,7d,24h Volume,Market Cap
"GET Protocol
GET",0.8246,,1.0,19.6,4.66,4260808
"StarryNift
SNIFT",0.02961,0.2,6.5,26.3,2377155.0,4260375
"Napoli Fan Token
NAP",1.08,0.0,1.4,4.3,392038.0,4258425
"REV
REV",0.01218,,1.2,1.1,43.04,4263542
"Unibright
UBT",0.02835,1.4,24.1,7.8,73502.49,4253050
"YieldMachine by Virtuals
YMACH",0.00425,5.1,80.3,,821213.0,4250186
"Onooks
OOKS",0.3579,5.6,0.1,0.3,1391385.0,4251222
"Roaring Kitty
$ROAR",0.004244,0.1,1.4,3.2,106503.0,4244476
"Morpho eUSD
MEUSD",1.01,0.0,0.0,0.0,0.0,4242185
"YouSim
YOUSIM",0.004241,5.1,15.4,10.5,193816.0,4241125
"Aura Network
AURA",0.01096,0.1,1.9,17.2,925582.0,4238146
"Dayhub
DAY",0.006449,0.0,12.4,0.5,20952.32,4218103
"Amino [OLD]
AMO",8.427e-05,0.3,5.7,15.8,144018.0,4213350
"Afreum
AFR",0.0007449,4.0,0.5,12.8,7762.71,4208593
"MEMENTO•MORI (Runes)
MORI",0.04169,0.9,0.7,20.0,149242.0,4207732
"Script Network
SCPT",0.00648,0.5,2.7,1.3,158356.0,4204192
"COQ AI
COQAI",0.006036,3.5,8.4,19.5,382938.0,4204184
"Dust Protocol
DUST",0.1259,0.0,1.0,4.0,14577.22,4193921
"Everyworld
EVERY",0.003935,0.9,7.7,7.2,114825.0,4188924
"Edge Matrix Computing
EMC",0.02154,1.2,2.6,32.1,35427.15,4178291
"Moonsama
SAMA",0.005597,1.7,9.3,21.2,20631.03,4172325
"Swan Chain
SWAN",0.04076,1.7,5.6,22.0,426144.0,4168693
"Harambe AI
HARAMBEAI",0.01067,0.0,10.0,31.1,65703.39,4162874
"Unmarshal
MARSH",0.06641,0.7,2.3,0.3,359581.0,4155551
"Beth
$BETH",0.004441,0.7,24.9,45.4,392919.0,4152463
"Wolf of Wall Street
$WOLF",0.004754,,,,79.53,4153253
"U Coin
U",0.01656,0.1,8.4,17.7,121757.0,4140434
"FOMO 3D
FOMO3D.FUN",0.004184,2.6,4.8,2.4,389108.0,4133106
"JUST KIRA
KIRAI",0.004126,3.9,11.8,52.5,297676.0,4128224
"Silly Dragon
SILLY",0.004124,0.5,11.0,47.9,2370660.0,4123308
"HotKeySwap
HOTKEY",0.04338,0.1,3.1,28.6,55905.22,4121111
"Limocoin Swap
LMCSWAP",0.003498,1.0,0.1,7.3,20912.23,4118939
"Sabai Protocol
SABAI",0.008147,0.8,0.6,10.6,230255.0,4117515
"Unifi Protocol DAO
UNFI",0.5198,1.7,2.5,5.5,863084.0,4114155
"Injective Quants
QUNT",0.006789,0.3,0.4,20.7,47025.58,4106656
"Celer Bridged WBTC (Conflux)
WBTC",105043.0,0.0,0.2,0.7,46469.15,4100129
"Singularry
SINGULARRY",0.004097,0.4,2.4,30.2,76403.18,4096533
"Okayeg
OKAYEG",0.059728,4.6,59.4,31.8,238814.0,4092490
"EverRise
RISE",5.709e-05,0.2,2.0,6.8,1871.09,4088669
"Parrot USD
PAI",0.9759,0.0,0.1,0.1,31.51,4085014
"Token7007
7007",0.04927,,,,26103.39,4693942
"PowerPool Concentrated Voting Power
CVP",0.1267,0.9,0.8,0.4,659520.0,4079189
"Huralya
LYA",0.1697,0.2,0.2,466.1,109055.0,4072516
"Feenix
FEENIX",0.00508,0.9,4.6,17.2,54862.86,4063871
"wanBTC
WANBTC",105371.0,0.0,0.0,0.1,3830.03,4051779
"Chirpley
CHRP",0.005679,1.0,3.3,10.0,166569.0,4052114
"Trabzonspor Fan Token
TRA",0.619,0.0,0.6,7.9,307823.0,4045887
"GoChain
GO",0.003145,0.1,5.0,0.2,3138.74,4044892
"Dogami
DOGA",0.005069,4.4,18.8,42.0,741810.0,4040703
"Larp Detective Agency
$AGENCY",0.004066,6.3,8.7,13.2,238292.0,4037158
"Help
HELP",44.35,0.0,1.6,9.0,886.98,4035805
"NikolAI
NIKO",0.00403,1.2,3.7,11.0,113969.0,4030454
"LayerZero Bridged USDC (re.al)
USDC",0.9994,0.1,0.2,0.3,164953.0,4028765
"MYSO Token
MYT",0.1123,0.0,8.0,9.4,102.23,4027727
"BarnBridge
BOND",0.4109,0.7,1.3,11.0,2622781.0,4018323
"Re7 WBTC Morpho Vault
RE7WBTC",105693.0,0.1,0.2,0.6,0.0,4016338
"KLAUS
KLAUS",0.003972,2.0,17.0,9.3,853564.0,4016278
"DeltaPrime
PRIME",0.9284,1.1,2.1,13.2,5095.34,4015986
"Rai Reflex Index
RAI",2.99,0.2,0.8,1.0,70150.69,4013152
"Vertcoin
VTC",0.05631,0.0,0.3,3.5,12543.12,4010267
"XNET Mobile
XNET",0.04266,0.9,1.4,37.1,19280.48,4009331
"Lexicon
LEXICON",0.004008,1.1,19.8,32.3,952343.0,4007534
"Dark Frontiers
DARK",0.01901,0.0,0.0,0.3,512753.0,4007071
"Satoshi Nakamoto
SATOSHI",1.91,4.7,5.6,27.7,138120.0,4006274
"Bitfinity Network
BTF",0.04467,0.3,13.7,43.6,1297570.0,4001687
"Reality Spiral
RSP",0.054002,0.0,11.4,24.9,156791.0,4001553
"BIAO on SOL
BIAO",0.003981,7.2,13.5,36.8,683477.0,4000278
"Areon Network
AREA",0.03366,2.5,5.1,7.2,361072.0,3996223
"Djed
DJED",0.9941,0.0,0.4,1.1,33140.45,3995234
"Media Network
MEDIA",15.98,0.2,0.8,1.7,112952.0,3995603
"SunContract
SNC",0.03253,0.1,0.2,8.4,164060.0,3991667
"Strike
STRIKE",0.2216,0.2,0.2,18.0,3181.56,3988925
"Rave
KRAV",0.003981,0.1,1.1,5.7,484.36,3979003
"ETHEREUM IS GOOD
EBULL",0.0003977,2.1,11.2,18.2,113797.0,3978779
"OpenOcean
OOE",0.007858,0.6,1.2,6.0,208701.0,3975752
"Neutaro
NTMPI",0.03411,0.4,3.3,5.7,81501.13,3971101
"Neoxa
NEOX",0.0005665,0.3,0.5,8.3,14790.21,3951041
"sBTC
SBTC",19705.55,0.2,0.2,1.3,263.33,3948335
"Eliza.Finance
DEFAI",0.003946,0.7,56.8,66.9,259622.0,3939755
"VNX EURO
VEUR",1.05,0.0,0.1,2.6,66384.56,3937674
"Stable
STABLE",3.94,0.1,8.7,10.5,3213.57,3939746
"Staked FRAX
SFRAX",1.1,0.2,0.7,0.1,4487.49,4499682
"COFFEE
COFE",0.0004908,0.2,1.9,2.2,1069.32,3926647
"AI INU
AIINU",0.009024,0.4,2.8,14.6,6124.57,3925099
"Veno USD
VUSD",0.9952,0.1,0.6,1.1,27870.03,3925179
"MOE
MOE",0.004134,2.8,7.1,40.1,86710.55,3922316
"BananaCat
BCAT",0.004151,0.3,3.5,33.0,144590.0,3920434
"Garden
SEED",0.3141,0.4,5.0,3.9,2300.77,3912965
"Defactor
FACTR",0.03362,0.2,0.1,12.6,73680.89,3911844
"Bepro
BEPRO",0.0003911,0.1,3.7,11.1,213406.0,3910642
"Hermy The Stallion
HERMY",0.004064,0.2,1.0,12.7,1678.4,3898294
"Chasm
CAI",0.03895,13.3,1.1,27.0,63830.49,3897229
"Chihuahua Chain
HUAHUA",3.54e-05,1.0,5.3,19.8,294110.0,3894377
"Sandy Codex
SANDY",0.004667,2.2,27.0,13.4,254153.0,3881538
"Volaris Games
VOLS",0.005494,3.0,1.7,17.5,68861.35,3878851
"Step Staked SOL
STEPSOL",296.35,0.0,0.2,11.6,699200.0,3874383
"PondCoin
PNDC",0.074185,0.2,3.7,22.3,92603.65,3871218
"Osmosis allSOL
SOL",254.62,0.4,0.1,5.7,945711.0,3871901
"YOM
YOM",0.03062,10.3,8.5,2.0,22101.35,3869774
"Meta Monopoly
MONOPOLY",0.003877,3.8,9.0,7.8,80750.82,3869004
"Colony Avalanche Index
CAI",164.85,,,,3.67,3847077
"BRN Metaverse
BRN",0.1523,0.2,2.1,1.9,404039.0,3850021
"Electronic Gulden
EFL",0.1833,0.4,0.5,1.2,132.71,3848984
"Calvin in the Cabal
CALVIN",0.003847,2.0,21.6,73.8,198554.0,3846709
"EyeTech
EYE",0.003846,0.3,3.5,7.8,12876.27,3845575
"Bag
BAG",0.0006528,0.3,3.0,10.2,10685.79,3844903
"BIG JIM
BIGJIM",0.053837,0.2,2.4,13.6,364488.0,3844362
"Velar
VELAR",0.02955,0.1,1.2,17.3,192112.0,3842384
"Luffy
LUFFY",7.452e-05,0.2,7.4,14.3,183692.0,3839630
"Sugar Boy
SUGAR",0.003823,0.2,2.7,1.7,1149692.0,3834206
"meow meow meow meow
MEOW",0.003799,1.3,11.9,44.8,437704.0,3825741
"Minted
MTD",0.01644,0.3,0.3,1.8,3073.44,3825369
"Legend of Arcadia
ARCA",0.0297,1.0,1.6,10.5,82624.57,3812904
"Nailong
NAILONG",0.003802,1.3,12.9,41.0,225673.0,3810272
"PONGO
PONGO",0.07381,2.0,23.3,51.9,438162.0,3810046
"Best Patent Token
BPT",0.001409,3.7,12.0,30.8,73385.15,3805928
"Envision Labs
VIS",0.0691,1.1,5.6,9.6,16897.19,3800325
"DUKO
DUKO",0.0003819,1.4,5.9,14.4,1851927.0,3796409
"SatoshAI
SAI",0.002007,0.4,15.7,14.1,6006.63,3795059
"BlackCoin
BLK",0.05992,0.4,0.9,1.1,143.41,3791179
"aaa cat
AAA",0.0003787,0.6,2.5,29.9,211609.0,3787754
"Jaihoz by Virtuals
JAIHOZ",0.003778,2.1,7.6,58.1,80219.85,3778319
"Paca AI
PACA",0.005012,0.5,3.5,13.0,174052.0,3777452
"Magic Square
SQR",0.02239,0.9,3.5,16.2,138788.0,3774852
"FU
FU",2.13e-05,0.3,0.3,19.6,55694.25,3774235
"zJOE
ZJOE",0.2672,0.2,0.9,3.6,206.4,3771631
"Storm Trade
STORM",0.02355,0.1,0.6,8.9,787894.0,3771117
"Dingocoin
DINGO",3.501e-05,0.2,3.3,23.8,151699.0,3764983
"Chickencoin
CHKN",0.075457,3.1,0.9,12.8,58349.77,3765535
"Reflexer Ungovernance
FLX",4.56,0.5,0.1,22.7,60526.55,3761907
"Reality Metaverse
RMV",0.00498,0.2,2.3,9.6,168595.0,3739040
"Deep Worm
WORM",0.003655,1.4,6.2,64.5,1781791.0,3736241
"Edgevana Staked SOL
EDGESOL",299.01,0.5,0.3,5.2,2169.57,5545939
"Suiswap
SSWP",0.0003735,1.1,3.0,7.7,226255.0,3734617
"Coffee AI
$COFFEE",0.03721,0.9,5.0,37.8,48955.15,3720550
"Prisma Governance Token
PRISMA",0.04086,0.1,3.0,2.0,142233.0,3720225
"Wrapped SUI (Universal)
USUI",4.1,0.5,1.6,16.9,805893.0,3702451
"ZeroLend
ZERO",0.0001482,0.8,1.2,21.0,5553131.0,3701565
"VinuChain
VC",0.01639,0.2,1.3,11.6,190853.0,3699729
"QSTAR
Q*",0.0003839,0.2,4.7,2.7,157266.0,3684217
"Choruz AI
CHORUZ",0.003779,2.8,11.8,74.6,349013.0,3684092
"Brainlet
BRAINLET",0.003669,0.6,0.0,6.2,836613.0,3678228
"PIKA to PIKO ピカとピコ
PIKA",0.004966,0.0,0.3,2.5,13334.11,3670292
"NMKR
$NMKR",0.001945,0.1,1.3,12.5,169844.0,3668502
"Dither
DITH",0.03667,0.2,8.2,13.0,172080.0,3667850
"MASQ
MASQ",0.1067,0.1,5.1,16.6,2586.53,3668039
"FOREST
FOREST",0.003666,2.7,13.7,15.2,374294.0,3665497
"Fuku
FUKU",0.003642,0.3,16.8,32.6,140766.0,3661711
"Origin DeFi Governance
OGV",0.01101,,,,17.62,3653083
"BitmapPunks
BMP",1.73,0.6,0.7,8.1,56251.5,3642454
"Argentine Football Association Fan Token
ARG",0.7435,0.6,1.4,0.4,817070.0,3633540
"Astrafer
ASTRAFER",0.01123,0.0,1.6,54.9,8.67,3633218
"Solbank
SB",26.37,4.4,18.3,50.2,137045.0,3632809
"SwissCheese
SWCH",0.199,3.1,0.5,11.5,2085260.0,3621947
"LandWolf
WOLF",0.0003621,0.5,9.2,10.4,1106776.0,3621918
"LOULOU
LOULOU",0.003615,0.1,4.1,11.1,600402.0,3621277
"NodelyAI
$NODE",0.003728,2.6,24.4,3.9,216134.0,3615395
"zkSwap Finance
ZF",0.007117,0.1,7.7,25.4,506657.0,3611350
"Sol Bastard
SOBA",0.003933,0.6,4.1,5.8,41174.35,3606338
"Aviator
AVI",0.0005216,0.6,1.7,31.8,65029.31,3605249
"Modern Stoic
STOIC",0.003809,0.7,18.3,51.1,503791.0,3594795
"UNFK
$UNFK",0.073983,1.1,2.8,23.0,71520.42,3585049
"Parad DAO
PRD",0.1299,0.0,1.3,20.7,340514.0,3584231
"FutureCoin
FUTURE",0.09262,,,,91.88,3571813
"DogeGF
DOGEGF",0.0913,0.6,1.8,12.6,9204.75,3577689
"XAVI by Virtuals
XAVI",0.003573,1.2,26.7,46.7,62066.86,3573475
"Glo Dollar
USDGLO",1.0,0.2,0.3,0.9,25778.57,3570562
"Clarity
CLARITY",0.004179,0.1,0.4,9.9,372.3,3559376
"Send [OLD]
SEND",0.0001215,,0.2,21.3,318.52,3547900
"In The MEME Time
ITMT",0.003536,8.4,76.5,55.8,1391692.0,3535676
"Juicebox
JBX",0.001893,0.1,3.7,11.6,2570.44,3536886
"Chainpal
CPAL",0.4633,1.2,10.1,6.8,38640.14,3536181
"Arcas
ARCAS",0.0509,0.2,0.3,6.7,785.1,3534179
"Witnet
WIT",0.002651,0.0,1.0,3.6,2217.53,3533923
"Froge
FROGE",0.085431,0.7,0.7,7.1,180622.0,3528723
"Phicoin
PHI",0.01675,4.2,2.5,9.0,489313.0,3529180
"KAPSEL
KAPSEL",0.003578,0.6,13.5,,55414.09,3527363
"Umbrella Network
UMB",0.008239,0.1,2.0,24.3,182814.0,3520998
"Warthog
WART",0.4686,1.1,3.4,15.7,67973.01,3515464
"Gamma Strategies
GAMMA",0.05403,0.4,0.4,12.8,5953.15,3515988
"Paribus
PBX",0.0004763,2.1,1.2,10.2,185780.0,3513115
"Deq Staked AVAIL
STAVAIL",0.1135,0.2,0.5,3.1,7378.34,3507236
"Lava
LAVA",0.009328,0.3,6.5,5.0,50814.22,3503263
"KPOP (kpop.fun)
KPOP",0.005301,5.1,10.2,19.8,3324.45,3502218
"Lynex
LYNX",0.04971,1.7,5.2,7.3,34729.83,3490296
"Baby Pepe
BABYPEPE",0.058294,0.6,3.4,6.3,44136.75,3489294
"LIQUIDIUM•TOKEN (Runes)
LIQUIDIUM",0.1932,0.0,0.3,10.2,59433.83,3481366
"Witch Token
WITCH",0.08787,0.1,1.0,10.8,184288.0,3479516
"WibeGram
WIBE",1.12,0.0,0.0,0.0,355382.0,3474479
"Pearl
PEARL",0.3078,2.1,21.9,138.3,76294.31,3472882
"ChAtoshI
CHATOSHI",0.0035,0.6,3.2,1.2,142357.0,3472161
"GOOFY
GOOFY",0.004974,0.2,1.7,4.2,2735.0,3470550
"Skull of Pepe Token
SKOP",0.02313,0.4,5.3,14.6,427560.0,3466993
"Wrapped Solana (Universal)
USOL",253.83,0.7,0.4,6.5,1067356.0,3461680
"PlayZap
PZP",0.04146,0.4,5.2,17.5,92275.53,3453230
"RNT
RNT",0.00345,0.1,3.7,23.3,117451.0,3449531
"Globiance Exchange
GBEX",0.08935,0.0,7.6,2.5,4862.98,3443982
"Darwinia Network
RING",0.002105,0.3,0.4,1.6,59991.72,3437196
"Pear Protocol
PEAR",0.02436,0.0,2.5,17.7,19360.67,3432236
"Wefi
WEFI",0.0819,0.1,0.1,1.5,103297.0,3430129
"DEFI.ssi
DEFI.SSI",0.965,0.1,1.0,0.8,1237545.0,3427808
"SERO
SERO",0.007982,0.8,1.1,9.4,161131.0,3422980
"Enjinstarter
EJS",0.0008269,1.4,5.4,24.2,66079.73,3421886
"Bazed Games
BAZED",0.04475,1.2,2.0,37.6,7712.57,3421664
"Moxie
MOXIE",0.0009827,0.2,14.4,32.0,646440.0,3420316
"Tsuki
TSUKI",0.003606,6.8,0.5,17.1,129052.0,3420532
"Veno ETH
VETH",3309.73,0.1,0.5,1.7,32149.93,3420347
"Nile
NILE",0.758,0.7,2.6,0.5,49561.29,3414154
"Cyberdoge
CDOGE",0.003422,0.3,0.2,21.7,2862.13,3411130
"Nekocoin
((=ↀΩↀ=))",0.002021,0.6,2.1,10.6,4857.01,3386752
"Reject Modernity
ALPHA",0.003474,4.3,160.3,87.7,4668057.0,3385403
"Litecoin Cash
LCC",0.004183,33.0,33.0,33.1,268.51,3384680
"Chappyz
CHAPZ",0.000577,1.8,5.1,8.6,75359.11,3380357
"Solama
SOLAMA",0.004994,1.0,0.8,23.0,94651.43,3379186
"LABEL AI
LBL",0.002981,2.6,8.9,33.7,2878196.0,3378867
"HDOKI
OKI",0.003112,0.1,0.1,11.3,51884.31,3372524
"DogeBonk
DOBO",0.086177,0.1,1.2,4.6,2638.99,3366100
"DNA
DNA",0.0107928,2.5,45.3,199.0,1652186.0,3365247
"Let's Farty
FARTY",0.003334,0.6,3.7,22.1,35754.29,3365014
"Mancium
MANC",0.3361,0.0,0.5,6.8,5.95,3361166
"FALX
FALX",0.000336,0.1,6.8,20.3,156511.0,3360137
"Splintershards
SPS",0.006861,0.5,3.7,0.0,77701.14,3360081
"Maha
MAHA",0.563,0.6,0.2,9.7,218538.0,3357831
"TITAN
TITAN",0.127,0.2,1.8,7.5,14347.0,3353954
"Base Carbon Tonne
BCT",0.1847,0.1,2.0,5.1,508.54,3351649
"ElonRWA
ELONRWA",0.0001031,1.4,6.8,46.2,206982.0,3350802
"Gotti Token
GOTTI",66.97,1.1,0.3,1.4,9892.36,3348473
"Dypius
DYP",0.02435,0.3,21.3,1.1,346079.0,3347698
"ANGLE
ANGLE",0.01659,0.1,0.3,5.9,10389.85,3343053
"H
H",0.02952,0.6,10.9,4.3,402032.0,3339856
"Good Person Coin
GPCX",0.0006037,,,,71.5,3387175
"Kasper
KASPER",0.000116,0.1,5.0,2.7,100615.0,3328723
"Timeswap
TIME",0.009506,0.6,4.9,,790032.0,3326999
"lou
LOU",0.003319,0.1,3.8,25.0,856229.0,3319205
"GoodBoy
GOODBOY",0.003318,0.3,0.1,9.8,242.4,3318238
"nomnom
NOMNOM",0.003291,4.2,4.6,32.7,1434726.0,3316245
"Everest
ID",0.02838,0.2,4.8,15.3,55962.38,3311671
"ZKFair
ZKF",0.0003309,3.6,23.8,3.7,2719231.0,3312160
"Chain-key Ethereum
CKETH",3293.97,0.5,1.3,3.1,8047.63,3310949
"Gnosis xDai Bridged WBTC (Gnosis Chain)
WBTC",104788.0,0.0,0.5,0.5,32144.33,3289873
"Ring AI
RING",0.03288,0.7,2.0,14.5,19374.1,3288311
"Lillo AI
$LILLO",0.003286,0.9,10.0,,157785.0,3285616
"Core Blockchain
XCB",0.05335,,,,4962.54,3343980
"Fractal
FRA",0.0002825,9.1,41.4,7.7,130582.0,3277472
"SYNTHR
SYNTH",0.02105,0.8,1.7,10.6,157771.0,3275839
"Reflect
RFL",0.3169,0.0,9.4,38.4,106829.0,3271148
"ApeScreener
APES",0.03265,0.2,15.1,6.1,21210.58,3264671
"Fade Wallet Token
FWT",0.007612,0.2,12.8,21.2,13610.41,3263843
"GM.AI
GM",0.009286,0.1,0.4,6.4,78446.95,3257807
"IF Science
IFSCI",0.003421,0.1,3.8,,119947.0,3250028
"Safemars
SAFEMARS",0.088486,0.0,4.8,1.7,2802.85,3249341
"Woman Yelling At Cat
WYAC",0.003332,1.5,0.9,53.6,45885.75,3243311
"ZARP Stablecoin
ZARP",0.05271,0.1,3.1,1.8,4366.12,3243548
"Satoshi AI agent by Virtuals
SAINT",0.003239,2.6,18.9,10.2,241095.0,3239292
"GPU ai Rich
RICH",0.00333,0.1,2.6,57.6,459540.0,3224663
"Whales Market
WHALES",0.1236,0.2,4.7,29.4,456446.0,3219687
"Litecoin Mascot
LESTER",0.003229,5.6,9.8,15.7,3613547.0,3212945
"Kekistan
KEK",0.05762,0.1,9.8,1.5,65772.22,3205553
"Catcoin
CAT",0.2145,0.1,2.9,38.4,426.82,3198763
"Qi Dao
QI",0.02184,0.1,1.7,1.8,400.31,3197830
"Verida Token
VDA",0.01345,0.6,1.7,0.9,3600.49,3194919
"Synatra Staked USDC
YUSD",1.31,1.6,1.4,2.0,48823.24,3190247
"ADAMANT Messenger
ADM",0.02812,0.1,1.0,4.6,520412.0,3183522
"STIMA
STIMA",1.03,,,,2.71,3281876
"SENATE
SENATE",0.0285,0.9,2.9,14.1,22410.97,3178268
"Solaris AI
SOLARIS",0.003202,1.0,3.4,10.2,324306.0,3178039
"SKI MASK CAT
SKICAT",0.003643,46.1,29.3,6.4,1034984.0,3177075
"DRIP
$DRIP",0.0477,0.2,5.6,8.9,13414.32,3174118
"Skillful AI
SKAI",0.02799,0.9,2.0,13.6,110111.0,3173092
"BSCPAD
BSCPAD",0.03998,0.2,2.0,18.3,7071.53,3168093
"Lambda
LAMB",0.001701,1.4,0.5,12.2,594354.0,3166308
"Equalizer on Sonic
EQUAL",3.44,0.3,0.5,14.5,25584.72,3161463
"Built Different
BUILT",0.003073,5.4,28.0,,5182551.0,3153085
"Holdstation USDC
HSUSDC",1.18,0.0,0.1,0.1,25.77,3152056
"Dark MAGA
DMAGA",0.003154,0.9,0.8,46.8,874290.0,3152511
"International Meme Fund
IMF",0.1083,0.2,6.9,12.5,6711.89,3143286
"WeWay
WWY",0.0007869,0.3,4.2,24.3,348626.0,3141132
"SENSUS
SENSUS",0.00332,0.2,8.5,23.5,82942.95,3133880
"XALPHA.AI
XALPHA",0.03133,0.5,4.8,12.9,4880.35,3133197
"HeadStarter
HST",0.01674,0.7,0.8,18.1,13020.95,3126589
"DeBox
BOX",0.01735,0.7,4.5,21.6,2911457.0,3124295
"Dopex Rebate
RDPX",2.29,0.2,1.0,3.1,140.49,3121188
"Web3Shot
W3S",1.19,0.0,0.2,0.3,57172.96,3116281
"Decimated
DIO",0.006834,0.5,4.9,7.4,1057011.0,3114510
"DeMi
DEMI",1.51,,0.7,4.6,304.96,3112809
"UX Chain
UX",0.0007022,0.0,1.9,19.6,64423.78,3112593
"Slopfather
FATHA",0.003111,0.5,10.5,29.6,1654465.0,3112622
"Kabila
KBL",0.02669,1.3,0.7,3.2,4830.33,3111936
"ShibaDoge
SHIBDOGE",0.0162728,0.4,1.9,3.3,1172.29,3102673
"ScPrime
SCP",0.05559,0.2,0.7,11.7,12560.11,3102687
"Yaku
YAKU",0.006257,0.2,8.0,7.6,13249.01,3099638
"Loop ETH
LPETH",3487.23,,,,24671.92,3067285
"Speedy
SPEEDY",0.003098,2.2,4.1,26.2,256522.0,3091868
"ai16zeliza
ELIZA",0.003226,23.8,42.1,19.6,1574405.0,3088710
"Mazze
MAZZE",0.001182,1.0,8.7,5.9,19257.88,3084877
"Carbify
CBY",0.3151,1.5,6.5,23.1,228090.0,3084136
"THREE
$THREE",0.03084,0.0,9.9,11.7,92202.74,3083760
"Gala Music
MUSIC",0.02122,0.0,5.0,11.5,2549170.0,3077462
"Geojam
JAM",0.000414,0.7,9.2,3.2,47178.6,3076504
"Burrow
BRRR",0.005074,1.1,1.9,1.6,1969.54,3075906
"OCADA.AI
OCADA",0.05452,0.8,5.5,19.5,143103.0,3063001
"Hover Cat
HCAT",0.003061,0.3,0.1,,16590.2,3061349
"Blend
BLND",0.08671,0.7,0.3,8.7,1588.09,3057857
"Asha
ASHA",0.003082,2.8,7.2,,287566.0,3057530
"Navio
NAV",0.0396,2.0,8.9,28.9,62450.99,3050761
"SYLVI AGENT
SYLVIAI",0.003051,3.3,34.5,,1056440.0,3050554
"Y2K
Y2K",0.4396,0.2,6.5,34.5,25696.55,3045907
"Concave
CNV",8.49,,9.7,1.2,222.7,3052524
"Swarm
SWARM",0.003032,0.1,9.8,1.2,59510.62,3044570
"Thetanuts Finance
NUTS",0.002884,0.7,4.0,17.2,117364.0,3043426
"PUCCA
$PUCCA",0.003656,0.3,14.6,0.7,70391.75,3043604
"GameZone
GZONE",0.007213,0.8,3.1,7.2,2533.89,3040445
"governance ZIL
GZIL",5.43,0.9,1.0,9.9,80.75,3040378
"Conwai
CONWAI",0.003801,0.2,0.7,2.4,681.83,3040820
"NX Token
NX",0.08879,0.5,5.4,0.4,8390.12,3041503
"Just a LOTTO
$LOTTO",0.00306,9.4,6.9,8.8,150161.0,3035804
"Tidecoin
TDC",0.1638,5.0,3.4,33.6,1332.34,3030785
"DeFi Land
DFL",0.0004245,0.8,2.7,4.8,8623.36,3029848
"Newmoney AI
NEW",0.003275,2.0,10.3,,27959.96,3029660
"AGIX
AGX",0.03029,1.7,6.9,0.2,12204.29,3029477
"StellaSwap
STELLA",0.05828,0.2,1.7,8.8,26359.48,3028335
"Catalorian
CATALORIAN",0.003027,0.0,0.2,28.2,518324.0,3027629
"FREGO
FREGO",0.003277,1.5,5.4,29.3,95712.06,3025106
"SophiaVerse
SOPH",0.01161,0.6,3.1,12.3,25677.4,3020435
"Mint Club
MINT",0.052628,0.1,0.5,2.6,1837.44,3020633
"City Tycoon Games
CTG",0.2517,0.1,0.2,0.3,34328.92,3019917
"Bridged USD Coin (Manta Pacific)
USDC",0.9989,0.0,0.1,0.2,228903.0,3018373
"AIRENE by Virtuals
AIRENE",0.002972,2.5,2.7,4.3,38501.63,3008523
"ZARA AI
ZARA",0.004792,1.0,4.9,59.1,199172.0,3006282
"HAVAH
HVH",0.003089,1.5,1.9,3.6,66290.98,3001910
"AICM Marketplace
AICM",0.01501,0.4,15.6,23.8,17776.98,3001739
"Red Kite
PKF",0.02106,0.0,0.2,3.3,10445.0,2998881
"Roundtable
RTB",0.005458,,,,8.92,2993596
"Snake wif Hat
SSSSS",0.002976,2.7,7.5,36.3,215654.0,2995465
"mStable USD
MUSD",1.01,,,,110.79,3005070
"Carbon Protocol
SWTH",0.001737,0.2,0.3,2.3,55350.74,2988918
"DOGC
DOGC",2.98e-05,0.2,9.9,7.7,69545.6,2982814
"AIRian
AIR",0.03113,0.2,3.0,0.8,462409.0,2980835
"0xMonk by Virtuals
MONK",0.002975,3.9,9.4,53.2,10262.98,2974757
"UnlockProtocolToken
UP",0.01142,0.2,6.5,1.9,3488.93,2974150
"UpOnly
UPO",0.01854,0.4,15.6,40.3,447692.0,2967384
"Bonsai Token
BONSAI",0.008575,0.2,4.1,20.6,32204.9,2960405
"Avarik Saga
AVRK",0.0314,1.5,9.2,17.9,21765.38,2960158
"AVAX HAS NO CHILL
NOCHILL",0.001905,0.1,15.7,15.0,198937.0,2958987
"MicrovisionChain
SPACE",0.5226,8.3,25.3,20.2,296917.0,2956640
"PKT
PKT",0.0008438,0.3,1.5,6.0,441.2,2956032
"SHILLGUY
SHILL",0.002955,2.3,8.2,16.5,157819.0,2955299
"OneFinity
ONE",0.1165,0.3,0.3,10.5,57898.98,2954222
"cbBTC Core Morpho Vault
GTCBBTCC",105489.0,0.1,0.0,0.1,0.0,2953682
"Bodega
BODEGA",0.1441,2.6,3.2,12.2,6512.73,2953115
"HYPE3.cool
COOL",0.002954,6.1,24.8,66.6,982693.0,2952753
"Imaginary Ones
BUBBLE",0.002114,0.0,0.3,10.2,1605226.0,2948568
"Wrapped QOM
WQOM",0.072431,2.2,8.6,40.4,46804.83,2945349
"Threshold USD
THUSD",0.9773,0.0,1.0,1.3,275647.0,2939361
"Metronome
MET",0.3541,0.2,2.5,7.3,294.98,2937520
"Unit0
UNIT0",0.5717,0.1,0.0,13.0,512223.0,2937116
"21.co Wrapped BTC
21BTC",104191.0,0.5,0.3,0.6,47313.7,2936783
"XAYA
WCHI",0.05096,0.2,2.8,27.8,10932.03,2935667
"Neos.ai
NEOS",0.02925,0.4,1.2,25.6,33341.44,2932476
